num_of_prev_attempts,studied_credits,total_clicks,gender_M,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_Unknown,age_band_35-55,age_band_55<=,disability_Y,success
0,120,1316.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0,60,333.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,180,201.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,60,3178.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0,60,1950.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
0,60,838.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,120,3644.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0,60,65.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
0,180,547.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
0,60,2219.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
0,120,569.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
0,120,164.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
0,60,761.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,120,198.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,60,166.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
0,60,821.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
0,120,891.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,60,2129.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
0,60,1465.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
0,120,437.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
0,120,292.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
0,180,677.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,60,2342.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
0,60,2333.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,60,1062.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,120,543.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0,120,164.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
0,120,910.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0,60,671.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,60,875.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,90,997.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,120,363.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
0,120,3003.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
0,60,876.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
0,180,996.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
0,240,1183.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,60,955.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,60,1445.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
0,120,509.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
0,120,1388.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
0,240,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
0,120,807.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
0,90,1417.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,60,342.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
0,60,411.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0,150,646.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0,120,739.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
0,120,1009.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,60,1241.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
0,60,842.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,60,2832.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
0,60,58.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,120,901.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,60,998.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,120,1129.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
0,120,521.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0,120,2328.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
0,60,910.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
0,120,224.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,60,488.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0,120,780.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0,120,1271.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0,120,194.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0,120,7067.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
0,60,605.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,60,1105.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0,60,406.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,120,3064.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
0,120,5680.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,120,4108.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
0,60,4007.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
0,60,7288.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,60,3004.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,60,1357.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
0,60,1216.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0,60,870.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0,180,1980.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
0,60,3098.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,60,5988.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,60,1896.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
0,60,1695.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,60,1732.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
0,60,240.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
0,60,910.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
0,120,1907.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
0,60,1173.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,120,3460.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0,60,1462.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0
0,60,3493.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0,60,4202.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,60,723.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,60,998.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,60,6025.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
0,60,5061.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
0,60,643.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
0,60,2756.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0,60,1759.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
0,75,2756.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
0,60,420.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
0,60,7057.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
0,60,1443.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
0,60,459.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
0,60,6518.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0,300,5975.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1
0,60,1754.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
0,60,931.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,1
0,60,4294.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,60,1992.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,120,470.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1
0,60,14759.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,120,1216.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
0,60,1401.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1
0,60,519.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
0,60,1734.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0,60,2386.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,330,1430.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0
0,60,1022.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
0,60,1146.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
0,120,685.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,60,1967.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
0,60,701.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
0,60,4712.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
0,120,2388.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
0,60,1888.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0,60,2385.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,60,319.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0
0,60,3385.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
0,60,1454.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
0,120,231.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,60,1346.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
0,60,4214.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0,60,1401.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
0,60,1455.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
